name,year,year_end_score
The Animals,1964.0,1023891.0
Elvis Presley,1964.0,14781126.0
Frank Fontaine,1964.0,13536.0
Al Hirt,1964.0,3839165.0
John Fitzgerald Kennedy,1964.0,13869.0
Siw Malmkvist,1964.0,845.0
Skeeter Davis,1964.0,8904.0
John Pizzarelli,1964.0,10280.0
Duane Eddy,1964.0,1755.0
The Rolling Stones,1964.0,3417750.0
Frank Ifield,1964.0,303.0
Brazilian Tropical Orchestra,1964.0,640.0
Diane Renay,1964.0,63588.0
Dick & Dee Dee,1964.0,3861.0
The Bermudas,1964.0,3290.0
Umberto Marcato,1964.0,845.0
Frank Sinatra,1964.0,11785680.0
Dick Hyman,1964.0,11760.0
The Shirelles,1964.0,11440.0
Miriam Makeba,1964.0,25764.0
Candy and Kisses,1964.0,2150.0
Jimmy Smith,1964.0,2649645.0
Otis Redding,1964.0,340214.0
Janet Seidel,1964.0,349894.0
Liza Minnelli,1964.0,35190.0
Santo & Johnny,1964.0,1799.0
Tony Bennett,1964.0,10147140.0
Jack Jones,1964.0,2931660.0
Marvin Gaye,1964.0,2920945.0
Otis Blackwell,1964.0,30.0
Brenda Holloway,1964.0,42020.0
The Waikikis,1964.0,1377.0
Bill Black's Combo,1964.0,18704.0
David Kemper,1964.0,3.0
The Boogie Kings,1964.0,2977.0
Nancy Wilson,1964.0,10715016.0
ProSource Karaoke,1964.0,267270.0
Ian & Sylvia,1964.0,67770.0
Iamcu Students,1964.0,492.0
London Philharmonic Orchestra,1964.0,419895.0
Ronnie Dove,1964.0,170026.0
Stan Getz,1964.0,29520.0
Willie Mitchell,1964.0,29427.0
Marvin Gaye and Mary Wells,1964.0,64620.0
Duke Ellington,1964.0,9658.0
Ameritz Countdown Karaoke,1964.0,5958.0
Major Lance,1964.0,215700.0
The Cookies,1964.0,2592.0
P.J. Proby,1964.0,1824.0
Robert Goulet,1964.0,599058.0
Jimmy McGriff,1964.0,5348.0
Willie Nelson,1964.0,58829.0
Sarah Vaughan,1964.0,19227.0
The Blendells,1964.0,2080.0
Riz Ortolani,1964.0,578750.0
Rita Pavone,1964.0,37168.0
Chris Crosby,1964.0,2114.0
George Gershwin,1964.0,1350.0
The Original Broadway Cast Of Golden Boy,1964.0,3568.0
Baby Washington,1964.0,84.0
Bill Cosby,1964.0,230040.0
Ronny & The Daytonas,1964.0,66276.0
Brenda Lee,1964.0,395120.0
The New Kingston Trio,1964.0,103684.0
The New Christy Minstrels,1964.0,1779580.0
Tino Reyes Trio,1964.0,8160.0
Stevie Wonder,1964.0,731336.0
Bob Dylan,1964.0,8517156.0
Sandy Nelson,1964.0,8449.0
Queen Latifah,1964.0,69768.0
Georges Bizet,1964.0,1968.0
Sandie Shaw,1964.0,3680.0
Smokey Robinson,1964.0,37410.0
Jackie Ross,1964.0,10738.0
Laura Zanin,1964.0,845.0
João Gilberto,1964.0,12420.0
Vikki Carr,1964.0,61944.0
Jan & Dean,1964.0,985296.0
"Peter, Paul and Mary",1964.0,14843754.0
Manfred Mann,1964.0,68818.0
The Radiants,1964.0,105.0
Dimitri Tiomkin,1964.0,1712.0
Ferrante,1964.0,1735.0
Jackie Wilson,1964.0,2408.0
Sammy Davis Jr.,1964.0,158418.0
The Secrets,1964.0,370.0
Original Broadway Cast of Jennie,1964.0,2380.0
Annette Funicello,1964.0,698.0
Cooltone Karaoke,1964.0,5741242.0
Johnny Rivers,1964.0,2142410.0
The Jelly Beans,1964.0,10920.0
Gerald McGee,1964.0,3.0
Smokey Robinson & The Miracles,1964.0,358380.0
The Crystals,1964.0,116.0
"Original Broadway Cast of Hello, Dolly!",1964.0,887580.0
Richard Hayman,1964.0,3213.0
The Serendipity Singers,1964.0,209070.0
Oscar Peterson Trio,1964.0,10704.0
Royal Philharmonic Orchestra,1964.0,95565.0
Petula Clark,1964.0,16036.0
Lesley Gore,1964.0,521520.0
Al Martino,1964.0,4947150.0
BNB,1964.0,69660.0
The Wailers,1964.0,8350.0
Jack McDuff,1964.0,11046.0
Jackie DeShannon,1964.0,180.0
Anita Bryant,1964.0,3444.0
The Tokens,1964.0,12540.0
Uros Perich Perry,1964.0,15155.0
Chico Hamilton,1964.0,444.0
The Pyramids,1964.0,7060.0
The Beatmotors,1964.0,8211.0
Henry Mancini,1964.0,3849001.0
Carla Thomas,1964.0,46761.0
Mega Tracks Karaoke Band,1964.0,804916.0
Roy Orbison,1964.0,560826.0
The Shangri-Las,1964.0,159825.0
The Tymes,1964.0,43425.0
Original Soundtrack,1964.0,796740.0
Anna King,1964.0,1272.0
Millie Small,1964.0,32418.0
Bob & Earl,1964.0,4365.0
Anna Moffo,1964.0,4697.0
The Overlanders,1964.0,1071.0
Jackie Gleason,1964.0,30200.0
The Murmaids,1964.0,6920.0
Del Shannon,1964.0,46859.0
Connie Francis,1964.0,272976.0
Johnny Tillotson,1964.0,296838.0
Original Mix,1964.0,2592.0
Ameritz Karaoke Band,1964.0,101536.0
Lonnie Mack,1964.0,12660.0
Ella Fitzgerald,1964.0,60352.0
Nat King Cole,1964.0,2456586.0
Gene Chandler,1964.0,95702.0
The Chartbusters,1964.0,4310.0
Garnet Mimms & The Enchanters,1964.0,12920.0
Jay & The Americans,1964.0,241832.0
The Buddy Holly Story - Original London Cast,1964.0,19360.0
Cilla Black,1964.0,6513.0
The Chiffons,1964.0,6072.0
The Rivieras,1964.0,29260.0
Steve Lawrence,1964.0,68968.0
Matt Monro,1964.0,2142.0
Shirley Ellis,1964.0,24724.0
Kate Smith,1964.0,99406.0
Chuck Jackson,1964.0,37230.0
The Gestures,1964.0,2624.0
Bruce Channel,1964.0,205.0
The Hollies,1964.0,714.0
Patty & The Emblems,1964.0,5973.0
Bruce & Terry,1964.0,1176.0
Karaoke Universe,1964.0,1072710.0
Lenny Welch,1964.0,83334.0
Dee Dee Sharp,1964.0,816.0
Garnet Mimms,1964.0,4769.0
Chuck Berry,1964.0,299478.0
Gene Pitney,1964.0,857985.0
Burl Ives,1964.0,7600.0
The Trashmen,1964.0,76188.0
The Brothers Four,1964.0,51546.0
Cliff Richard,1964.0,80240.0
Rockabye Baby!,1964.0,133472.0
The Smithereens,1964.0,167586.0
The Girlfriends,1964.0,1788.0
Andre Kostelanetz & His Orchestra,1964.0,7245.0
Billy Strange,1964.0,17628.0
The Cascades,1964.0,70.0
Barbra Streisand,1964.0,48911127.0
The Caravelles,1964.0,5896.0
Del Shannon with Orchestra,1964.0,2478.0
Clarence Ashe,1964.0,2.0
Robin Ward,1964.0,97.0
The Rip Chords,1964.0,34566.0
Harry Belafonte,1964.0,278080.0
Barbara Lynn,1964.0,3735.0
Buck Owens,1964.0,539184.0
Leela James,1964.0,4000.0
Earl Grant,1964.0,4242.0
Jimmie Rodgers,1964.0,7944.0
The Smothers Brothers,1964.0,90000.0
Louis Armstrong,1964.0,1025232.0
Travis Wammack,1964.0,1284.0
Lefty Frizzell,1964.0,435.0
Irma Thomas,1964.0,57510.0
Moms Mabley,1964.0,89760.0
Various Artists,1964.0,181499784.0
The Village Stompers,1964.0,115992.0
Eddie Holland,1964.0,10314.0
Barbara Lewis,1964.0,41182.0
Shelly Manne,1964.0,432.0
Rock the Cradle,1964.0,28470.0
Ace Cannon,1964.0,60.0
Barbara & The Browns,1964.0,20.0
Z.Z. Hill,1964.0,15.0
Inez Foxx,1964.0,4752.0
Cliff Richard & The Shadows,1964.0,40.0
Four Tops,1964.0,477747.0
Lou Johnson,1964.0,4848.0
Desmond Dekker,1964.0,33.0
Jimmy Durante,1964.0,3016.0
Maxine Brown,1964.0,29120.0
The Bouquets,1964.0,825.0
The Zombies,1964.0,53181.0
Roger Miller,1964.0,750085.0
The Impressions,1964.0,2880113.0
John Gary,1964.0,430992.0
Lorne Greene,1964.0,34201.0
J. Frank Wilson & The Cavaliers,1964.0,65656.0
J. Lalah Simcoe (of The Womenfolk),1964.0,3048.0
Roger Williams,1964.0,66120.0
Dean Martin,1964.0,3756402.0
Dean & Jean,1964.0,13430.0
Singer's Edge Karaoke,1964.0,228260.0
Jimmy Gilmer,1964.0,14655.0
Jimmy Gilmer and the Fireballs,1964.0,9114.0
The Inmates,1964.0,6080.0
Scott English,1964.0,763.0
Neil Sedaka,1964.0,8400.0
Gale Garnett,1964.0,98658.0
Andy Williams,1964.0,8884057.0
Dusty Springfield,1964.0,644276.0
Brian Poole & The Tremeloes,1964.0,16.0
The Contours,1964.0,14028.0
"Robert Maxwell, His Harps & His Orchestra",1964.0,10416.0
Leonard Bernstein,1964.0,131670.0
Jimmy Hughes,1964.0,23880.0
The Strokes,1964.0,328440.0
Clyde McPhatter,1964.0,305.0
Bye Bye Birdie,1964.0,82669.0
Hank Crawford,1964.0,999.0
The Soul Sisters,1964.0,3590.0
Brooks O'Dell,1964.0,1680.0
Chubby Checker,1964.0,117720.0
Jim Reeves,1964.0,889720.0
The Vibrations,1964.0,9972.0
Ned Miller,1964.0,9.0
Mitty Collier,1964.0,5256.0
Showmen,1964.0,486.0
The Hondells,1964.0,34294.0
The Marketts,1964.0,115092.0
Gene Thomas,1964.0,1204.0
The Honeycombs,1964.0,23280.0
Andrew Oldham Orchestra,1964.0,12920.0
Billy J. Kramer,1964.0,5088.0
Wayne Newton,1964.0,606.0
The Fireballs,1964.0,51781.0
"Hank Williams, Jr.",1964.0,135500.0
The Pixies Three,1964.0,3636.0
The Miracles,1964.0,84840.0
Hank Jacobs,1964.0,96.0
The Hullaballoos,1964.0,1575.0
Mary Wells,1964.0,254610.0
The Coasters,1964.0,1170.0
Lee Morgan,1964.0,56412.0
Brook Benton,1964.0,115050.0
Los Indios Tabajaras,1964.0,181424.0
The Righteous Brothers,1964.0,23975.0
The Premiers,1964.0,5931.0
The Nashville Teens,1964.0,10179.0
The Four Preps,1964.0,150.0
Barry Mann,1964.0,30.0
Paul Anka,1964.0,202720.0
Tommy Roe,1964.0,28321.0
Ricky Nelson,1964.0,290750.0
Richard Chamberlain,1964.0,2.0
Mario Lanza,1964.0,26100.0
Etta James,1964.0,95675.0
Freddy Cannon,1964.0,16254.0
Aretha Franklin,1964.0,331364.0
"Bobby ""Blue"" Bland",1964.0,119025.0
Percy Faith,1964.0,7812.0
Jerry Vale,1964.0,1267680.0
Percy Faith & His Orchestra,1964.0,128760.0
Ben E. King,1964.0,16933.0
Julie Rogers,1964.0,4400.0
Sonny James,1964.0,2106.0
Johnny Mathis,1964.0,16912038.0
Gladys Knight & The Pips,1964.0,249508.0
Pete Seeger,1964.0,2460.0
Sonny Knight,1964.0,1935.0
Bobby Bare,1964.0,22944.0
James Brown,1964.0,1816206.0
The Bachelors,1964.0,105666.0
The Drifters,1964.0,509080.0
The Drew-Vels,1964.0,48.0
The Detergents,1964.0,1712.0
Danny Williams,1964.0,15554.0
Julio Martini & His Orchestra,1964.0,3213.0
Julius Wechter,1964.0,31325.0
Bobby Darin,1964.0,21330.0
Ray Peterson,1964.0,846.0
Ben E. King with orchestra,1964.0,670.0
The Swingle Singers,1964.0,26741.0
The Ventures,1964.0,3400272.0
Jerry Wallace,1964.0,66693.0
The Swinging Blue Jeans,1964.0,39930.0
Cassius Clay,1964.0,10016.0
The Orlons,1964.0,13320.0
Linda Scott,1964.0,1.0
The Searchers,1964.0,200410.0
Midsommer Flight,1964.0,13078.0
Terry Stafford,1964.0,70012.0
The Raindrops,1964.0,4092.0
The Surfaris,1964.0,129348.0
Terry Wayne,1964.0,4760.0
The Swans,1964.0,188.0
Ginny Arnell,1964.0,1872.0
Jerome Moross,1964.0,6903.0
Wynton Marsalis,1964.0,12282.0
Johnny Cash,1964.0,6838648.0
Allan Sherman,1964.0,491368.0
The Kingsmen,1964.0,412427.0
Rufus Thomas,1964.0,36155.0
Herman's Hermits,1964.0,145706.0
The Kingston Trio,1964.0,398466.0
Jerry Butler,1964.0,413055.0
The Kinks,1964.0,430623.0
Frankie Valli & The Four Seasons,1964.0,1978704.0
Marianne Faithfull,1964.0,30956.0
Peter And Gordon,1964.0,581139.0
King Curtis,1964.0,138092.0
The Newbeats,1964.0,207018.0
The Sapphires,1964.0,10897.0
Bobbi Martin,1964.0,8106.0
Nino Tempo & April Stevens,1964.0,72500.0
Betty Everett,1964.0,91600.0
The Larks,1964.0,6669.0
Joe Hinton,1964.0,11088.0
Bobby Shafto,1964.0,2.0
The Limeliters,1964.0,1945.0
Perry Como,1964.0,73935.0
Tommy Tucker,1964.0,11427.0
Walter Jackson,1964.0,7009.0
Gloria Lynne,1964.0,314865.0
Wallace Brothers,1964.0,16.0
Arthur Prysock,1964.0,41940.0
Jerry Lee Lewis,1964.0,142524.0
The Dolphins,1964.0,147.0
Dale & Grace,1964.0,28304.0
Chad Mitchell Trio,1964.0,34832.0
Glen Gray & His Casa Loma Orchestra,1964.0,2328.0
Bobby Vee,1964.0,42159.0
Arturo Casadei,1964.0,845.0
Benny Goodman Quartet,1964.0,10500.0
Jerry Goldsmith & His Orchestra,1964.0,3006.0
Martha Reeves & The Vandellas,1964.0,510601.0
The MGs,1964.0,39.0
Bobby Vinton,1964.0,3771138.0
Eydie Gormé,1964.0,380640.0
Vic Dana,1964.0,75852.0
The Marvelettes,1964.0,154048.0
Norah Jones,1964.0,27501.0
Don Covay,1964.0,16212.0
Mickey Lee Lane,1964.0,3267.0
The Specials,1964.0,81.0
Johnny Crawford,1964.0,66.0
Ramsey Lewis Trio,1964.0,89244.0
Bobby Rydell,1964.0,70252.0
Norrie Paramor & His Orchestra,1964.0,2.0
Bobby Freeman,1964.0,22320.0
Bobby Goldsboro,1964.0,270200.0
Joe Tex,1964.0,15120.0
Ryan Scott Oliver,1964.0,269610.0
Ben Franklin In Paris - Original Broadway Cast,1964.0,408.0
Jumpin' Gene Simmons,1964.0,18944.0
The Devotions,1964.0,4450.0
June Carter Cash,1964.0,2970.0
Kim Weston,1964.0,3969.0
Ray Conniff,1964.0,748170.0
The Ray Conniff Singers,1964.0,294004.0
Ray Charles Singers,1964.0,369952.0
The Diplomats,1964.0,90.0
Mark Wills,1964.0,728320.0
The Tams,1964.0,47523.0
Done Again,1964.0,3144120.0
Godfrey Cambridge,1964.0,41184.0
The Dixie Cups,1964.0,127793.0
The Astronauts,1964.0,1870.0
Bobby Wood,1964.0,515.0
Bernadette Carroll,1964.0,3834.0
Chad,1964.0,103056.0
Donald Byrd,1964.0,75600.0
The Temptations,1964.0,2657400.0
The Allan Davies Singers,1964.0,2674.0
The Spats,1964.0,5.0
Chad & Jeremy,1964.0,131652.0
Astrud Gilberto,1964.0,58995.0
James Brown & The Famous Flames,1964.0,1170400.0
Solomon Burke,1964.0,142881.0
Donna Lynn,1964.0,204.0
The Greenwood County Singers,1964.0,625.0
Gerry & The Pacemakers,1964.0,382962.0
Boots Randolph,1964.0,345912.0
The Dakotas,1964.0,5088.0
Peggy Lee,1964.0,28392.0
Little Johnny Taylor,1964.0,1080.0
The Dave Brubeck Quartet,1964.0,8676.0
The Dave Clark Five,1964.0,1625984.0
Dionne Warwick,1964.0,3539700.0
The Johnny Mann Singers,1964.0,60065.0
Eric Clapton,1964.0,411008.0
Lalo Schifrin,1964.0,6771.0
Bob Newhart,1964.0,15632.0
Original Broadway Cast of Camelot,1964.0,1314656.0
The Rag Dolls,1964.0,87.0
The Reflections,1964.0,12662.0
Tracey Dey,1964.0,42.0
Ruby And The Romantics,1964.0,13545.0
Little Junior Parker,1964.0,10.0
Miles Davis,1964.0,374315.0
The Valentinos,1964.0,22.0
B.B. King,1964.0,215860.0
The Everly Brothers,1964.0,25520.0
Judy Garland,1964.0,3224.0
The Exciters,1964.0,847.0
The Karaoke Channel,1964.0,34765128.0
Booker-T,1964.0,39.0
John Barry,1964.0,706186.0
Meredith Willson,1964.0,13995.0
Terry Black,1964.0,10.0
Peter Nero,1964.0,657135.0
Original Broadway Cast Recording,1964.0,954180.0
Booker T. & the M.G.'s,1964.0,2068.0
Doris Day,1964.0,6208.0
Little Richard,1964.0,1650.0
Tony Sheridan,1964.0,13.0
Joan Baez,1964.0,9426696.0
Sam Cooke,1964.0,480936.0
Hot Beatz,1964.0,185361.0
Murry Kellum,1964.0,540.0
Judy Collins,1964.0,217600.0
The Velvelettes,1964.0,5418.0
Rene y Rene,1964.0,3304.0
Mantovani,1964.0,591.0
Herbie Mann,1964.0,116206.0
Jeremy,1964.0,9792.0
The Beach Boys,1964.0,25955007.0
Trini Lopez,1964.0,4650744.0
Dixie Belles,1964.0,4480.0
Betty Harris,1964.0,384.0
Little Anthony & The Imperials,1964.0,150638.0
The Ronettes,1964.0,97008.0
Peggy March,1964.0,159.0
The Supremes,1964.0,2256272.0
Chet Atkins,1964.0,185607.0
Jody Miller,1964.0,7310.0
Sol Kaplan,1964.0,504.0
The Superbs,1964.0,480.0
The Beatles,1964.0,15858960.0
Marty Paich,1964.0,198.0
Nina Simone,1964.0,70810.0
Joey Powers,1964.0,2550.0
Original Broadway Cast of Fiddler on the Roof,1964.0,218772.0
The Enchanters,1964.0,78.0
John Addison,1964.0,82455.0
Alvin Cash,1965.0,5040.0
The Castaways,1965.0,13426.0
Kathy Kirby,1965.0,78.0
Billy Strange,1965.0,12818.0
Royal Philharmonic Orchestra,1965.0,151685.0
Del Shannon,1965.0,56682.0
Sandie Shaw,1965.0,18480.0
We Five,1965.0,39537.0
Sam Cooke,1965.0,926115.0
Bert Kaempfert,1965.0,3290.0
Johnny Nash,1965.0,5950.0
Chuck Berry,1965.0,69540.0
Ben Franklin In Paris - Original Broadway Cast,1965.0,4048.0
Chet Atkins,1965.0,984.0
Billy Stewart,1965.0,32984.0
Ameritz Tribute Club,1965.0,176249.0
Don Covay,1965.0,168.0
The Velvelettes,1965.0,2268.0
The Ray Conniff Singers,1965.0,172298.0
The Exciters,1965.0,33.0
Done Again,1965.0,786424.0
Jim Reeves,1965.0,744328.0
The Gestures,1965.0,520.0
Four Tops,1965.0,3796652.0
Chubby Checker,1965.0,29700.0
Patty Duke,1965.0,9713.0
The Gentrys,1965.0,60582.0
The Marvelettes,1965.0,114144.0
Johnny Thunder,1965.0,942.0
"Peter, Paul and Mary",1965.0,12830004.0
Lawrence Welk,1965.0,17448.0
Tony Clarke,1965.0,4212.0
Chuck Jackson,1965.0,45186.0
LaVern Baker,1965.0,105.0
The Dixie Drifter,1965.0,10.0
Herb Alpert & The Tijuana Brass,1965.0,5135478.0
Jeremy,1965.0,5321.0
The Mar-Keys,1965.0,15708.0
Perry Como,1965.0,492280.0
Gary Lewis & The Playboys,1965.0,1816893.0
The Smothers Brothers,1965.0,53240.0
Billy Preston,1965.0,28461.0
The Vibrations,1965.0,4032.0
Mongo Santamaria,1965.0,214620.0
Jerry Lee Lewis,1965.0,292744.0
Various Artists,1965.0,142162744.0
Johnny Rivers,1965.0,4004890.0
Martha Reeves & The Vandellas,1965.0,320189.0
Earl Grant,1965.0,1820.0
The McCoys,1965.0,137576.0
"Dino, Desi & Billy",1965.0,131610.0
The Dolphins,1965.0,1113.0
Vic Dana,1965.0,448060.0
Fred Hughes,1965.0,11024.0
Chad,1965.0,256992.0
Harry Belafonte,1965.0,79552.0
The O'Jays,1965.0,123518.0
Sugar Pie DeSanto,1965.0,15.0
Garnet Mimms,1965.0,114.0
Jonathan King,1965.0,10478.0
Alvin Cash & The Crawlers,1965.0,7931.0
Patti Page,1965.0,211736.0
The Radiants,1965.0,6972.0
Steve Lawrence,1965.0,5069.0
Vic Damone,1965.0,32260.0
Wes Montgomery,1965.0,27540.0
Nat King Cole,1965.0,6034842.0
Latimore,1965.0,2964.0
The Spellbinders,1965.0,16.0
The Dixie Cups,1965.0,45684.0
Sam The Sham & The Pharaohs,1965.0,454674.0
Manfred Mann,1965.0,37468.0
Rockabye Baby!,1965.0,217086.0
The New Seekers,1965.0,111150.0
The Turtles,1965.0,329784.0
Dionne Warwick,1965.0,1389825.0
Sammy Davis Jr.,1965.0,23361.0
The Ventures,1965.0,3664112.0
Chad & Jeremy,1965.0,622380.0
Diane Marino,1965.0,10220.0
The Everly Brothers,1965.0,7080.0
The Zombies,1965.0,242649.0
Kenny Burrell,1965.0,120.0
Charlie Rich,1965.0,120589.0
The New Christy Minstrels,1965.0,689260.0
The Marvelows,1965.0,3825.0
Nancy Sinatra,1965.0,7744.0
Marianne Faithfull,1965.0,803875.0
Barry Young,1965.0,5148.0
Ian & Sylvia,1965.0,102645.0
The Contours,1965.0,23352.0
Ruby And The Romantics,1965.0,924.0
Frankie Valli & The Four Seasons,1965.0,670320.0
Nancy Wilson,1965.0,5729730.0
Al Martino,1965.0,880855.0
The Spinners,1965.0,129297.0
Cal Tjader,1965.0,67386.0
Ian Whitcomb,1965.0,44520.0
Ian Whitcomb & Bluesville,1965.0,1.0
Jewel Akens,1965.0,25270.0
Freddy Cannon,1965.0,19062.0
Jerry Vale,1965.0,1796830.0
Chico Hamilton,1965.0,476.0
Dobie Gray,1965.0,43500.0
Stevie Wonder,1965.0,233232.0
The Newbeats,1965.0,164362.0
Ronnie Dove,1965.0,440316.0
Betty Everett,1965.0,11850.0
Hedgehoppers Anonymous,1965.0,800.0
Trini Lopez,1965.0,3459624.0
Al Hirt,1965.0,6166850.0
Dick & Dee Dee,1965.0,8658.0
Allan Sherman,1965.0,272136.0
Ronny & The Daytonas,1965.0,22932.0
Bill Black's Combo,1965.0,868.0
Dickey Lee,1965.0,31639.0
Bill Cosby,1965.0,1651460.0
Tino Reyes Trio,1965.0,2316.0
Diana Ross & The Supremes,1965.0,150480.0
Peter And Gordon,1965.0,523458.0
Marvin Gaye,1965.0,1878232.0
The Dave Clark Five,1965.0,1202304.0
Peggy Lee,1965.0,12948.0
Cannibal & The Headhunters,1965.0,14742.0
Jerry Butler,1965.0,68340.0
Sarah Vaughan,1965.0,5049.0
Major Lance,1965.0,35280.0
Herman's Hermits,1965.0,1406761.0
Donovan,1965.0,1000780.0
Candy and Kisses,1965.0,2340.0
The Dakotas,1965.0,1788.0
Dusty Springfield,1965.0,5811.0
Wynton Marsalis,1965.0,38778.0
The Vejtables,1965.0,276.0
Cher,1965.0,2108700.0
Roy Orbison,1965.0,442764.0
Derek Martin,1965.0,714.0
The Detergents,1965.0,2800.0
Sergio Franchi,1965.0,1685.0
The Righteous Brothers,1965.0,4969825.0
The Spokesmen,1965.0,2933.0
Lee Morgan,1965.0,127836.0
Charley Crockett,1965.0,1074.0
Henry Mancini,1965.0,6009757.0
Ameritz Top Tributes,1965.0,146454.0
Mark Wills,1965.0,167040.0
Mary Wells,1965.0,15870.0
The Novas,1965.0,120.0
Freddie & The Dreamers,1965.0,195264.0
Billy J. Kramer,1965.0,1788.0
Johnny Tillotson,1965.0,74244.0
Billy Joe Royal,1965.0,175372.0
Ryan Scott Oliver,1965.0,44460.0
Peter Nero,1965.0,134640.0
The Gants,1965.0,6444.0
Johnny Cash,1965.0,1245176.0
Carla Thomas,1965.0,3052.0
Billy Edd Wheeler,1965.0,1652.0
The Drifters,1965.0,164120.0
Roger Williams,1965.0,3306.0
Them Crooked Vultures,1965.0,115855.0
Paul Revere & The Raiders,1965.0,661920.0
Them,1965.0,15570.0
Frank Sinatra,1965.0,9565920.0
The Crawlers,1965.0,3360.0
Ben E. King,1965.0,19293.0
Billy Butler,1965.0,1344.0
Johnny Mathis,1965.0,7279454.0
Horst Jankowski,1965.0,312705.0
Gale Garnett,1965.0,48575.0
Percy Faith & His Orchestra,1965.0,14960.0
Roy Head,1965.0,7891.0
Johnny Bond,1965.0,525.0
Ike & Tina Turner,1965.0,78120.0
Roger Miller,1965.0,2681340.0
Lee Dorsey,1965.0,28750.0
Roy Head & The Traits,1965.0,26160.0
The Fortunes,1965.0,61020.0
The Duprees,1965.0,40.0
The Delrons,1965.0,2925.0
Barry McGuire,1965.0,78572.0
The Animals,1965.0,1372503.0
Bert Kaempfert & His Orchestra,1965.0,42084.0
Petula Clark,1965.0,2189547.0
Floyd Cramer,1965.0,19992.0
Fontella Bass,1965.0,74088.0
Original Broadway Cast of Half a Sixpence,1965.0,18326.0
"Original Broadway Cast of Hello, Dolly!",1965.0,1085400.0
Ted Taylor,1965.0,12.0
Smokey Robinson & The Miracles,1965.0,1177586.0
Cooltone Karaoke,1965.0,5060683.0
Jackie Wilson,1965.0,36894.0
Original Broadway Cast of The Roar of the Greasepaint - The Smell of the Crowd,1965.0,166124.0
Jackie Ross,1965.0,826.0
Mel Carter,1965.0,163611.0
Georgie Fame & The Blue Flames,1965.0,13572.0
Connie Stevens,1965.0,2142.0
Connie Smith,1965.0,2225.0
Jr. Walker & The All Stars,1965.0,1010880.0
Jan & Dean,1965.0,441584.0
Smokey Robinson,1965.0,106210.0
Georges Bizet,1965.0,10608.0
The Ovations,1965.0,1296.0
Original Broadway Cast of Flora the Red Menace,1965.0,5600.0
The Seekers,1965.0,177768.0
The Beatles,1965.0,16038360.0
Original Broadway Cast of Fiddler on the Roof,1965.0,2451606.0
Original Broadway Cast,1965.0,19093.0
John Barry,1965.0,193581.0
Gertrude Berg,1965.0,10800.0
Joan Baez,1965.0,543890.0
Willie Tee,1965.0,14.0
Gerry & The Pacemakers,1965.0,784599.0
Judy Collins,1965.0,483840.0
Original Broadway Cast Recording,1965.0,1361016.0
B.B. King,1965.0,1720.0
Richard Burton,1965.0,2952.0
Boots Randolph,1965.0,67872.0
Mikis Theodorakis,1965.0,477634.0
The Johnny Mann Singers,1965.0,11357.0
Original Broadway Cast of Bajour,1965.0,236.0
The Jive Five,1965.0,3512.0
Original Broadway Cast of Camelot,1965.0,527184.0
Original Broadway Cast of Do I Hear a Waltz?,1965.0,8640.0
Miles Davis,1965.0,122335.0
Judy Garland,1965.0,54288.0
Bob Dylan,1965.0,14902170.0
Jackie Lee,1965.0,5720.0
Trade Martin,1965.0,732.0
Otis Redding,1965.0,865298.0
Liza Minnelli,1965.0,12903.0
The Paul Butterfield Blues Band,1965.0,24272.0
The Witches,1965.0,531.0
Skitch Henderson,1965.0,6336.0
The Best Of,1965.0,75.0
The Rolling Stones,1965.0,25145960.0
The Mojo Men,1965.0,3145.0
Elvis Presley,1965.0,11832633.0
The Toys,1965.0,19455.0
The Tradewinds,1965.0,8483.0
Brenda Holloway,1965.0,29964.0
David Jones,1965.0,66.0
Brenda Lee,1965.0,82104.0
Baby Washington,1965.0,2028.0
The Original Broadway Cast Of Golden Boy,1965.0,37648.0
Jimmy Smith,1965.0,1021212.0
Van Morrison,1965.0,370626.0
Tony Bennett,1965.0,5335540.0
Oscar Peterson Trio,1965.0,4716.0
Connie Francis,1965.0,43494.0
Jimmy Witherspoon,1965.0,9.0
Original Soundtrack,1965.0,7091799.0
Barbra Streisand,1965.0,42149724.0
The Shangri-Las,1965.0,215475.0
The Packers,1965.0,3839.0
Jackie DeShannon,1965.0,113220.0
The Beatmotors,1965.0,48671.0
George Jones and Gene Pitney,1965.0,1155.0
The Walker Brothers,1965.0,6570.0
Uros Perich Perry,1965.0,8470.0
The Beau Brummels,1965.0,319537.0
Jimmy Velvet,1965.0,81.0
Lesley Gore,1965.0,277560.0
The Ivy League,1965.0,400.0
George Jones,1965.0,570.0
The Waikikis,1965.0,3213.0
Jack Jones,1965.0,2051628.0
Janiva Magness,1965.0,10114.0
The Karaoke Channel,1965.0,29189934.0
The Searchers Featuring Mike Pender,1965.0,1953.0
Ray Charles Singers,1965.0,38720.0
The Lettermen,1965.0,120978.0
Ray Conniff,1965.0,1672596.0
Kim Weston,1965.0,7812.0
Joe Louis Walker,1965.0,5796.0
Bobby Goldsboro,1965.0,231986.0
Joe Tex,1965.0,599616.0
The Larks,1965.0,8112.0
Bobby Darin,1965.0,15390.0
O.V. Wright,1965.0,584.0
Danny Hutton,1965.0,840.0
The T-Bones,1965.0,1885.0
The Moody Blues,1965.0,502914.0
The Bachelors,1965.0,108438.0
Tom Jones,1965.0,1121400.0
James Brown,1965.0,666822.0
