name,year,year_end_score
Madonna,1995.0,15298824.0
The Three Tenors,1995.0,517120.0
La Bouche,1995.0,41238.0
Portishead,1995.0,94204.0
R.E.M.,1995.0,7282944.0
Mad Season,1995.0,149524.0
Mad Lion,1995.0,8568.0
Karyn White,1995.0,22969.0
Sarah McLachlan,1995.0,4775536.0
The Tractors,1995.0,368668.0
Neil Young,1995.0,1791202.0
Selena,1995.0,1102110.0
The Mavericks,1995.0,1060696.0
Luis Miguel,1995.0,118560.0
Letters To Cleo,1995.0,20128.0
Ludwig van Beethoven,1995.0,73230.0
Shaggy,1995.0,577088.0
The Stone Roses,1995.0,81588.0
Spice 1,1995.0,144528.0
Take That,1995.0,109590.0
Shai,1995.0,171720.0
Lucas,1995.0,8455.0
Pink Floyd,1995.0,9456216.0
Keith Murray,1995.0,254421.0
The Police,1995.0,166098.0
Korn,1995.0,812592.0
Shania Twain,1995.0,3566732.0
Neal McCoy,1995.0,404118.0
Special Ed,1995.0,21945.0
The Cranberries,1995.0,5517442.0
Shaquille O'Neal,1995.0,43680.0
Tamia,1995.0,552.0
Morphine,1995.0,1636.0
Kool G Rap,1995.0,22914.0
Rappin' 4-Tay,1995.0,18725.0
Life Of Agony,1995.0,144.0
Meat Loaf,1995.0,370368.0
Michael W. Smith,1995.0,1173732.0
Montell Jordan,1995.0,637275.0
Monsalve,1995.0,7860.0
The Presidents Of The United States Of America,1995.0,201824.0
The S.O.S Band,1995.0,1872.0
The Popstar Band,1995.0,16146.0
The Robert Cray Band,1995.0,58464.0
Lyle Lovett,1995.0,24816.0
Ozzy Osbourne,1995.0,799056.0
TLC,1995.0,6886425.0
Seven Mary Three,1995.0,33534.0
The Popcorn Buckets,1995.0,801360.0
Luther Vandross,1995.0,4657182.0
Kris Kross,1995.0,35000.0
Sponge,1995.0,307736.0
P.M. Dawn,1995.0,24246.0
The So So Glos,1995.0,21260.0
PJ Harvey,1995.0,114030.0
Monica,1995.0,1967796.0
Tha Alkaholiks,1995.0,10534.0
Sf Spanish Fly,1995.0,540.0
Shabba Ranks,1995.0,23618.0
Luniz,1995.0,323856.0
Keith Martin,1995.0,12544.0
Randy Newman,1995.0,26248.0
Pam Tillis,1995.0,282744.0
Neil Diamond,1995.0,295785.0
Planet Soul,1995.0,24768.0
Mazzy Star,1995.0,58656.0
John Michael Montgomery,1995.0,5532284.0
Diamond Rio,1995.0,548505.0
George Winston,1995.0,367290.0
U.N.V.,1995.0,8216.0
George Strait,1995.0,16567992.0
George Jones,1995.0,23826.0
George Bassman,1995.0,37.0
Willie Nelson,1995.0,284230.0
Brandy,1995.0,5154884.0
Garbage,1995.0,136697.0
Jon B.,1995.0,521458.0
Brian McKnight,1995.0,1115982.0
GZA,1995.0,83592.0
Gerald Levert,1995.0,865488.0
G. Love & Special Sauce,1995.0,1422.0
Funkmaster Flex,1995.0,20732.0
Funkdoobiest,1995.0,789.0
Fun Factory,1995.0,126360.0
Fugees,1995.0,1068.0
Fugazi,1995.0,3040.0
Frost,1995.0,18326.0
95 South,1995.0,30636.0
Jon Secada,1995.0,785512.0
Fresh Mode,1995.0,434016.0
Freedy Johnston,1995.0,5863.0
8Ball & MJG,1995.0,104728.0
Bricks,1995.0,26911.0
Brooks & Dunn,1995.0,9787520.0
Gerald Levert & Eddie Levert,1995.0,76470.0
Boyz II Men,1995.0,8761552.0
AC/DC,1995.0,1921067.0
John Prine,1995.0,35640.0
Bob Dylan,1995.0,1744134.0
Green Day,1995.0,8245248.0
John Tesh,1995.0,1008.0
A.l.t.,1995.0,4032.0
Bob Marley & The Wailers,1995.0,1574100.0
Grateful Dead,1995.0,827840.0
Bob Seger,1995.0,10528700.0
Grand Puba,1995.0,41790.0
Bodeans,1995.0,2760.0
Tony Thompson,1995.0,19312.0
Bon Jovi,1995.0,12815307.0
Bone Thugs-N-Harmony,1995.0,5882162.0
John Waite,1995.0,12971.0
A-Type Player,1995.0,104052.0
Type O Negative,1995.0,10050.0
A-Ray,1995.0,1360.0
Bonnie Raitt,1995.0,1650076.0
Gloria Estefan,1995.0,5449579.0
Glee Club,1995.0,7080.0
Gladys Knight,1995.0,167500.0
Gin Blossoms,1995.0,384293.0
Gillette,1995.0,117863.0
Goodie Mob,1995.0,152061.0
Ty Herndon,1995.0,121672.0
Frankie Valli & The Four Seasons,1995.0,168588.0
Brother Cane,1995.0,959.0
Faith Evans,1995.0,1060370.0
FU-Schnickens,1995.0,25650.0
Extreme,1995.0,112203.0
Exposé,1995.0,40632.0
Candlebox,1995.0,1904630.0
3T,1995.0,29931.0
Evolution,1995.0,1001.0
Everything But The Girl,1995.0,101910.0
Everlast,1995.0,39933.0
Capleton,1995.0,23304.0
Carly Simon,1995.0,93015.0
Faith Hill,1995.0,2314368.0
White Zombie,1995.0,1052845.0
311,1995.0,284639.0
Erick Sermon,1995.0,9718.0
White Knight Instrumental,1995.0,397474.0
Eric Clapton,1995.0,15104544.0
Van Halen,1995.0,6978151.0
CeCe Winans,1995.0,9102.0
Erasure,1995.0,62626.0
Enya,1995.0,7357635.0
Enigma,1995.0,8069486.0
Emmylou Harris,1995.0,239784.0
Emilio,1995.0,3045.0
Tony Bennett,1995.0,1323880.0
Brotha Lynch Hung,1995.0,1404.0
Whitney Houston,1995.0,6676656.0
Fat Joe,1995.0,81370.0
Brownstone,1995.0,649980.0
Bruce Hornsby,1995.0,155417.0
Bruce Springsteen,1995.0,5689640.0
Frank Sinatra,1995.0,350640.0
Bryan Adams,1995.0,1089700.0
Jonathan Tunick,1995.0,2060.0
Joni Mitchell,1995.0,65689.0
Fourplay,1995.0,89154.0
Bryan White,1995.0,230297.0
69 Boyz,1995.0,143434.0
Foreigner,1995.0,505062.0
Faith No More,1995.0,149265.0
5th Ward Boyz,1995.0,96.0
Buffalo Tom,1995.0,82.0
Buju Banton,1995.0,1296.0
k.d. lang,1995.0,347270.0
Bush,1995.0,1894549.0
Bushwick Bill,1995.0,18128.0
Urge Overkill,1995.0,720.0
Firehouse,1995.0,344772.0
Filter,1995.0,267750.0
Fight,1995.0,486.0
Usher,1995.0,550056.0
C-Bo,1995.0,29822.0
Foo Fighters,1995.0,2436343.0
Bob Clearmountain,1995.0,66933.0
Ty England,1995.0,3936.0
Blur,1995.0,3570.0
Jeff Carson,1995.0,2051.0
Jeff Buckley,1995.0,4407.0
Tracy Chapman,1995.0,181521.0
Tracy Lawrence,1995.0,2652280.0
John Denver,1995.0,200882.0
Angus MacRae,1995.0,918.0
Anita Baker,1995.0,1696608.0
Anitta,1995.0,99200.0
Jars Of Clay,1995.0,78540.0
Annie Lennox,1995.0,2163545.0
Janet Jackson,1995.0,5431888.0
Andru Donalds,1995.0,20102.0
Antonio Sánchez,1995.0,128.0
Jamie Walters,1995.0,125388.0
Adam Sandler,1995.0,105558.0
Yoko Shimomura,1995.0,1092.0
Adam Ant,1995.0,178290.0
Ace of Base,1995.0,2189748.0
James Horner,1995.0,415596.0
Ziggy Marley & The Melody Makers,1995.0,14534.0
Jamal,1995.0,3.0
John Hiatt,1995.0,92701.0
Jade,1995.0,165990.0
JT The Bigga Figga,1995.0,33.0
Arcade Player,1995.0,15965.0
Iron Maiden,1995.0,40348.0
Jeff Foxworthy,1995.0,2073918.0
Amy Grant,1995.0,3335241.0
Joe Satriani,1995.0,200322.0
Al Green,1995.0,389504.0
Alabama,1995.0,5592650.0
Joe Diffie,1995.0,1230460.0
Alan Jackson,1995.0,14856582.0
Alanis Morissette,1995.0,1281925.0
Jodeci,1995.0,1232798.0
Joan Osborne,1995.0,141300.0
Alice In Chains,1995.0,1406790.0
Jimmy Page,1995.0,158576.0
After 7,1995.0,592284.0
Tracy Byrd,1995.0,15555.0
Alison Krauss,1995.0,1252966.0
Jimmy Buffett,1995.0,1738170.0
All-4-One,1995.0,3229816.0
Jill Sobule,1995.0,4488.0
Jethro Tull,1995.0,39498.0
Ameritz - Karaoke,1995.0,356980.0
Aerosmith,1995.0,10082043.0
Ameritz Top Tracks,1995.0,106560.0
Adina Howard,1995.0,257600.0
Top Authority,1995.0,450.0
Ameritz Tribute Standards,1995.0,5157.0
John Berry,1995.0,689225.0
Alison Krauss & Union Station,1995.0,165900.0
John Lee Hooker,1995.0,23828.0
Travis Tritt,1995.0,3061240.0
Intro,1995.0,6264.0
Trisha Yearwood,1995.0,48517.0
Big L,1995.0,1166.0
Heavy D & The Boyz,1995.0,61698.0
Heather Nova,1995.0,475.0
Big Mountain,1995.0,7728.0
Heart,1995.0,318494.0
Billie Ray Martin,1995.0,4094.0
"Harry Connick, Jr.",1995.0,902650.0
Aaliyah,1995.0,406438.0
Hans Zimmer,1995.0,6278.0
"Hank Williams, Jr.",1995.0,820000.0
Better Than Ezra,1995.0,652474.0
Björk,1995.0,351722.0
Black Sheep,1995.0,4268.0
H-Town,1995.0,195000.0
BlackHawk,1995.0,1200336.0
Blackstreet,1995.0,1169964.0
Twinz,1995.0,20472.0
Blahzay Blahzay,1995.0,13280.0
Blessid Union Of Souls,1995.0,944265.0
Blind Melon,1995.0,86454.0
Group Home,1995.0,455.0
Groove Theory,1995.0,127135.0
Blues Traveler,1995.0,2284512.0
AZ,1995.0,65868.0
Hole,1995.0,964432.0
Bette Midler,1995.0,1801530.0
Hootie & The Blowfish,1995.0,3965500.0
Intonation Featuring Joee,1995.0,756.0
Babyface,1995.0,1139424.0
Inspectah Deck,1995.0,36.0
Bad Company,1995.0,45719.0
Bad Religion,1995.0,13680.0
Indigo Girls,1995.0,41420.0
Too $hort,1995.0,1387566.0
Barbara Hendricks,1995.0,2060.0
Barbra Streisand,1995.0,2620845.0
Immature,1995.0,9438.0
Barry Manilow,1995.0,1176626.0
Barry White,1995.0,3543672.0
Aaron Tippin,1995.0,346326.0
Yanni,1995.0,5907636.0
Ice Cube,1995.0,1445340.0
Aaron Neville,1995.0,526491.0
Yaki-Da,1995.0,5632.0
Ya Kid K,1995.0,2057.0
Beastie Boys,1995.0,3809927.0
John Mellencamp,1995.0,884376.0
Xscape,1995.0,918651.0
Hum,1995.0,12584.0
Huey Lewis & The News,1995.0,23450.0
Belly,1995.0,30940.0
Howard Hewett,1995.0,2982.0
Changing Faces,1995.0,184608.0
Channel Live,1995.0,18578.0
Aimee Mann,1995.0,1848.0
Various Artists,1995.0,204198245.0
DC Talk,1995.0,74151.0
Eazy-E,1995.0,244475.0
Collective Soul,1995.0,2492676.0
20 Fingers,1995.0,83248.0
Weezer,1995.0,3417225.0
David Bowie,1995.0,750400.0
Collin Raye,1995.0,1430864.0
Vitamin String Quartet,1995.0,362056.0
David Ball,1995.0,403256.0
Junior M.A.F.I.A.,1995.0,215326.0
Dokken,1995.0,140656.0
DJ Quik,1995.0,382812.0
Chris Isaak,1995.0,1379940.0
Edwin McCain,1995.0,159000.0
Vicious,1995.0,3993.0
Edwyn Collins,1995.0,228.0
Dave Matthews Band,1995.0,6523080.0
DOWN,1995.0,13260.0
Dionne Farris,1995.0,263302.0
Da Brat,1995.0,1252832.0
Confederate Railroad,1995.0,23377.0
Vanessa Williams,1995.0,688788.0
Del Amitri,1995.0,148149.0
Def Leppard,1995.0,95735.0
D'Angelo,1995.0,844128.0
Dolly Parton,1995.0,1103776.0
2Pac,1995.0,3520731.0
Dream Theater,1995.0,32116.0
Cyndi Lauper,1995.0,15840.0
Wc And The Maad Circle,1995.0,5290.0
Clint Black,1995.0,1526316.0
Christopher Williams,1995.0,4491.0
Christophe Beck,1995.0,10776.0
Dru Down,1995.0,14482.0
Deborah Cox,1995.0,234168.0
Cypress Hill,1995.0,182286.0
Toni Braxton,1995.0,1903902.0
Duran Duran,1995.0,663396.0
Dwight Yoakam,1995.0,1193227.0
David Kershenbaum,1995.0,175972.0
Déjà Vu,1995.0,170810.0
Done Again,1995.0,592970.0
Don Henley,1995.0,203067.0
E-40,1995.0,800577.0
Deep Blue Something,1995.0,123234.0
Céline Dion,1995.0,8810723.0
Deep Forest,1995.0,34620.0
Crystal Waters,1995.0,133532.0
Eagles,1995.0,9476460.0
Elastica,1995.0,96876.0
Vince Neil,1995.0,930.0
Clay Walker,1995.0,2164657.0
Warren G,1995.0,717542.0
Counting Crows,1995.0,2910580.0
Elton John,1995.0,12669600.0
Das EFX,1995.0,135520.0
Diana King,1995.0,3977.0
Des'ree,1995.0,712470.0
Chart Stormers,1995.0,33300.0
Dash of Honey,1995.0,23088.0
Craig Mack,1995.0,170706.0
Juliana Hatfield,1995.0,88981.0
Corrosion Of Conformity,1995.0,14000.0
Van Morrison,1995.0,1563942.0
Chicago,1995.0,631976.0
Wade Hayes,1995.0,249669.0
Elvis Costello,1995.0,37750.0
Corona,1995.0,132526.0
Vince Gill,1995.0,4487714.0
Joshua Kadison,1995.0,113574.0
Crime Boss,1995.0,11363.0
Devi Sri Prasad,1995.0,78372.0
Diana Ross,1995.0,100848.0
Coolio,1995.0,349360.0
Billy Dean,1996.0,31096.0
Lyle Lovett,1996.0,391644.0
Steve Vai,1996.0,7680.0
The Roots,1996.0,224200.0
Deborah Cox,1996.0,499884.0
Trey Anastasio,1996.0,1166.0
Harald Kloser,1996.0,8376.0
T.I.,1996.0,154070.0
Porno for Pyros,1996.0,65792.0
Barry Manilow,1996.0,314805.0
Deana Carter,1996.0,268464.0
M.O.P.,1996.0,2376.0
"Harry Connick, Jr.",1996.0,710850.0
Billie Ray Martin,1996.0,17503.0
MC Eiht,1996.0,53025.0
The Smashing Pumpkins,1996.0,4405557.0
Barry White,1996.0,145921.0
MC Lyte,1996.0,94546.0
Deep Blue Something,1996.0,197372.0
Primitive Radio Gods,1996.0,49113.0
Barenaked Ladies,1996.0,37492.0
TLC,1996.0,4314700.0
Descendents,1996.0,207.0
Max-A-Million,1996.0,32032.0
Curtis Mayfield,1996.0,142569.0
Bad Religion,1996.0,28082.0
The Nashville All-Stars,1996.0,1802216.0
Tamia,1996.0,347760.0
Bahamadia,1996.0,1945.0
Love and Rockets,1996.0,2465.0
Maxi Priest,1996.0,275525.0
Luis Miguel,1996.0,135096.0
Redman,1996.0,36010.0
Luke,1996.0,60025.0
Inspectah Deck,1996.0,117.0
Take That,1996.0,45900.0
Yavahn,1996.0,1071.0
Portrait,1996.0,14154.0
Lou Reed,1996.0,62550.0
Yanni,1996.0,2367940.0
Luniz,1996.0,80064.0
Steve Earle,1996.0,39289.0
Barbra Streisand,1996.0,697635.0
Luscious Jackson,1996.0,30745.0
Lush,1996.0,24.0
Luther Vandross,1996.0,2226552.0
Biohazard,1996.0,310.0
Babyface,1996.0,720456.0
Better Than Ezra,1996.0,202376.0
Mac Mall,1996.0,12267.0
Steven Curtis Chapman,1996.0,619938.0
The Rolling Stones,1996.0,3106355.0
Martina McBride,1996.0,933218.0
House Of Pain,1996.0,52500.0
Sting,1996.0,4120480.0
Mannheim Steamroller,1996.0,177606.0
They Might Be Giants,1996.0,14464.0
Horace Brown,1996.0,8970.0
The Notorious B.I.G.,1996.0,1006614.0
Hootie & The Blowfish,1996.0,4814250.0
Del Amitri,1996.0,72275.0
Sublime,1996.0,555776.0
Maria Nayler,1996.0,11932.0
Howard Hewett,1996.0,71000.0
Styx,1996.0,25976.0
Mariah Carey,1996.0,18895735.0
Delinquent Habits,1996.0,48300.0
Bette Midler,1996.0,1334775.0
Stingray Music (Karaoke),1996.0,257152.0
Marilyn Manson,1996.0,1878240.0
Studio Group,1996.0,205320.0
Studio Allstars,1996.0,1062102.0
Hole,1996.0,24304.0
Wynonna,1996.0,1522470.0
Mario Winans,1996.0,2730.0
Stone Temple Pilots,1996.0,2163438.0
Planet Soul,1996.0,65988.0
Big Boi,1996.0,2304.0
Republica,1996.0,20263.0
Mandy Patinkin,1996.0,350.0
Heltah Skeltah,1996.0,35929.0
Crystal Lewis,1996.0,408.0
Mark Knopfler,1996.0,55305.0
Master P,1996.0,847350.0
Mase,1996.0,356842.0
Def Leppard,1996.0,1305732.0
Ponto De Equilíbrio,1996.0,6576.0
Beastie Boys,1996.0,455433.0
Mad Skillz,1996.0,47.0
Bill Whelan,1996.0,2673.0
Xzibit,1996.0,53805.0
Suzanne Vega,1996.0,70434.0
Tricky,1996.0,671.0
Madonna,1996.0,9045816.0
Beck,1996.0,1749024.0
Stevie Ray Vaughan,1996.0,1373790.0
Crush,1996.0,12537.0
Susan Ashton,1996.0,38.0
Xscape,1996.0,706954.0
Poe,1996.0,110044.0
Crucial Conflict,1996.0,143696.0
Mary Chapin Carpenter,1996.0,415240.0
Pink Floyd,1996.0,267288.0
Big Mountain,1996.0,35952.0
Makaveli,1996.0,76923.0
Crash Test Dummies,1996.0,33337.0
Vince Gill,1996.0,6295904.0
Ricardo Da Force,1996.0,13175.0
Ice-T,1996.0,54840.0
Superdrag,1996.0,865.0
OutKast,1996.0,1688482.0
Vitamin String Quartet,1996.0,496472.0
The Cranberries,1996.0,3530156.0
La Bouche,1996.0,1390260.0
Da Brat,1996.0,172020.0
LL Cool J,1996.0,8318350.0
Jewel,1996.0,3064320.0
L.a.d.,1996.0,17240.0
Trace Adkins,1996.0,439296.0
L.V.,1996.0,7104.0
Quincy Jones,1996.0,2773485.0
Jim Brickman,1996.0,6864.0
Amanda Marshall,1996.0,22386.0
The Cure,1996.0,977112.0
Alun Francis,1996.0,71.0
The D.O.C.,1996.0,50184.0
Amber,1996.0,181170.0
The Mavericks,1996.0,565812.0
Toby Keith,1996.0,2004884.0
The Corrs,1996.0,14240.0
Tracy Bonham,1996.0,95825.0
LeAnn Rimes,1996.0,2613000.0
Le Click,1996.0,16290.0
Tito Nieves,1996.0,2794.0
Tito Puente,1996.0,2794.0
"David ""Frazeman"" Frazer",1996.0,43076.0
Dave Koz,1996.0,1280.0
The Chieftains,1996.0,520.0
Jerry Garcia,1996.0,1716.0
Ray Barretto,1996.0,2794.0
The Click,1996.0,91495.0
Dave Matthews Band,1996.0,12172920.0
Jeru The Damaja,1996.0,15192.0
Toad The Wet Sprocket,1996.0,146608.0
Dave Valentin,1996.0,3048.0
The Dayton Family,1996.0,13428.0
Kristine W,1996.0,6225.0
All-4-One,1996.0,482460.0
Jodeci,1996.0,1395418.0
Albert 2 Stone,1996.0,211456.0
Jody Watley,1996.0,200000.0
Alanis Morissette,1996.0,3948000.0
Rancid,1996.0,219674.0
King's X,1996.0,3360.0
Randy Newman,1996.0,101592.0
Alan Jackson,1996.0,13937417.0
Wade Hayes,1996.0,152964.0
Joe Diffie,1996.0,92004.0
Alabama,1996.0,639450.0
Al Green,1996.0,451438.0
Radiohead,1996.0,482646.0
Rage Against The Machine,1996.0,1861720.0
Daniel Caesar,1996.0,70128.0
Jocelyn Enriquez,1996.0,65178.0
Total,1996.0,248688.0
Kitaro,1996.0,128.0
R. Kelly,1996.0,12311230.0
Kris Kross,1996.0,784250.0
Ras Kass,1996.0,128.0
Jimmy Buffett,1996.0,2750634.0
Rappin' 4-Tay,1996.0,53935.0
Alison Krauss,1996.0,732732.0
R.E.M.,1996.0,2185344.0
Randy Travis,1996.0,190890.0
Korn,1996.0,3850198.0
Kool G Rap,1996.0,4788.0
ZZ Top,1996.0,1135060.0
Jo Dee Messina,1996.0,69165.0
Alice In Chains,1996.0,4365570.0
Das EFX,1996.0,4400.0
Joan Osborne,1996.0,648180.0
Yvette Michele,1996.0,12285.0
Jeffrey Daniels,1996.0,20000.0
Jeff Foxworthy,1996.0,1333702.0
Tina Turner,1996.0,630035.0
Red Hot Chili Peppers,1996.0,4957680.0
Tesla,1996.0,944.0
Tevin Campbell,1996.0,257472.0
Tha Dogg Pound,1996.0,390258.0
Lisa Loeb & Nine Stories,1996.0,82801.0
David Sanborn,1996.0,11000.0
Terry Ellis,1996.0,14080.0
Lionel Richie,1996.0,1761969.0
The Afghan Whigs,1996.0,1476.0
David Kershenbaum,1996.0,29870.0
James Horner,1996.0,1306614.0
Rebecca St. James,1996.0,16.0
Athena Cage,1996.0,44380.0
Linda Ronstadt,1996.0,807600.0
James Bonamy,1996.0,13273.0
Jackson Browne,1996.0,651354.0
Little Texas,1996.0,64080.0
Live,1996.0,2585520.0
Dead Can Dance,1996.0,26075.0
Lost Boyz,1996.0,161200.0
Los Lobos,1996.0,80660.0
Los Del Rio,1996.0,40650.0
Los Del Mar,1996.0,6795.0
Lorrie Morgan,1996.0,763189.0
B-Legit,1996.0,6645.0
Az Yet,1996.0,41410.0
Lonestar,1996.0,549936.0
Tela,1996.0,11840.0
Prince,1996.0,1211960.0
Liza Minnelli,1996.0,3105.0
Terri Clark,1996.0,690019.0
Cracker,1996.0,44944.0
Livin' Joy,1996.0,3705.0
Cypress Hill,1996.0,667398.0
Travis Tritt,1996.0,3294655.0
Prong,1996.0,2310.0
Lina Santiago,1996.0,1408.0
DC Talk,1996.0,1160181.0
The Black Crowes,1996.0,647212.0
Tracy Lawrence,1996.0,2839245.0
Qkumba Zoo,1996.0,1421.0
Quad City DJ's,1996.0,519000.0
Tina Arena,1996.0,23885.0
Ani DiFranco,1996.0,27435.0
Lenny Kravitz,1996.0,1056710.0
The Blackout Allstars,1996.0,2794.0
DJ Juanito,1996.0,1408.0
Lena Hall,1996.0,132.0
Lee Roy Parnell,1996.0,219.0
Queen,1996.0,11676812.0
DJ Kool,1996.0,3302.0
Tracy Chapman,1996.0,3866970.0
Puff Johnson,1996.0,7202.0
Anitta,1996.0,224500.0
Jars Of Clay,1996.0,1314040.0
Reba McEntire,1996.0,291634.0
Lil' Kim,1996.0,333095.0
Lil Xan,1996.0,274699.0
Tim McGraw,1996.0,21928050.0
Lil Ugly Mane,1996.0,144.0
The Badlees,1996.0,3993.0
Arcade Player,1996.0,79453.0
Céline Dion,1996.0,22572983.0
Voice Of The Beehive,1996.0,2535.0
The Beach Boys,1996.0,2223.0
Real McCoy,1996.0,233640.0
Janet Jackson,1996.0,2551472.0
Annie Lennox,1996.0,1034150.0
The Beatles,1996.0,16214172.0
D'Angelo,1996.0,1688544.0
Linda Davis,1996.0,1022.0
Richard Thompson,1996.0,3432.0
"Grover Washington, Jr.",1996.0,64998.0
Workout Soundtracks,1996.0,3641.0
Neil Diamond,1996.0,3413265.0
Flies on the Square Egg,1996.0,11850.0
Bulletproof,1996.0,5537.0
Shaggy,1996.0,624800.0
Pat Metheny Group,1996.0,2394.0
Neal McCoy,1996.0,292851.0
Seven Mary Three,1996.0,549072.0
Shai,1996.0,94230.0
Patra,1996.0,6834.0
Ronald Isley,1996.0,231520.0
Foo Fighters,1996.0,3108456.0
Shania Twain,1996.0,6223136.0
Natalie Merchant,1996.0,3180429.0
For Real,1996.0,1904.0
Buffy,1996.0,2241.0
Eagles,1996.0,11287822.0
Wilco,1996.0,32676.0
Bush,1996.0,2947120.0
Sebadoh,1996.0,608.0
Filter,1996.0,11830.0
Selena,1996.0,682482.0
Fiona Apple,1996.0,276058.0
New Edition,1996.0,1555132.0
The Presidents Of The United States Of America,1996.0,721752.0
Eazy-E,1996.0,308000.0
The Tony Rich Project,1996.0,865468.0
Fishbone,1996.0,1032.0
Weezer,1996.0,1006348.0
Sepultura,1996.0,48438.0
Busta Rhymes,1996.0,1325257.0
The Tractors,1996.0,14787.0
The Popstar Band,1996.0,44460.0
Chris Isaak,1996.0,886200.0
Edwin McCain,1996.0,32200.0
For Squirrels,1996.0,468.0
EPMD Presents Parish PMD Smith,1996.0,84.0
N.W.A.,1996.0,363470.0
Dwight Yoakam,1996.0,475202.0
N-Trance,1996.0,13175.0
Duncan Sheik,1996.0,10106.0
Mystikal,1996.0,81855.0
Shyheim,1996.0,8415.0
Paul Brandt,1996.0,73650.0
Brooks & Dunn,1996.0,6385340.0
Silk,1996.0,65408.0
Silk City,1996.0,39078.0
Silkk The Shocker,1996.0,180380.0
Dru Hill,1996.0,48094.0
UGK,1996.0,137940.0
Dru Down,1996.0,28912.0
Rod Stewart,1996.0,1258470.0
Shawn Colvin,1996.0,199766.0
Bruce Springsteen,1996.0,1641299.0
Déjà Vu,1996.0,186770.0
Wild Orchid,1996.0,13512.0
Bryan White,1996.0,1297253.0
Patti Smith,1996.0,70680.0
Nas,1996.0,2472460.0
Roger,1996.0,7644.0
Bryan Adams,1996.0,3295875.0
Frank Sinatra,1996.0,100800.0
E-40,1996.0,209494.0
Foxy Brown,1996.0,63585.0
Patty Loveless,1996.0,769792.0
Sheryl Crow,1996.0,2776350.0
Frank Black,1996.0,222.0
Nada Surf,1996.0,23536.0
NOFX,1996.0,19635.0
Sheila E.,1996.0,15113.0
Fresh Mode,1996.0,29568.0
Butthole Surfers,1996.0,161348.0
Seal,1996.0,4925484.0
Eric Clapton,1996.0,2776280.0
White Knight Instrumental,1996.0,84550.0
Eric Johnson,1996.0,60720.0
PFR,1996.0,548.0
Westside Connection,1996.0,209050.0
Erick Sermon,1996.0,7568.0
Elton John,1996.0,6642000.0
Olga Tanon,1996.0,512.0
Ernie Isley,1996.0,65720.0
Oingo Boingo,1996.0,1092.0
Ruffneck,1996.0,1071.0
Cher,1996.0,1194600.0
White Zombie,1996.0,1922521.0
Sandi Patty,1996.0,2196.0
Cassandra Wilson,1996.0,4710.0
RuPaul,1996.0,1302.0
Chart Stormers,1996.0,13770.0
Sade,1996.0,3049644.0
Chaka Khan,1996.0,703452.0
Rush,1996.0,1363846.0
Original Soundtrack,1996.0,3721914.0
En Vogue,1996.0,206592.0
Enigma,1996.0,4655992.0
Enrique Iglesias,1996.0,293150.0
Van Halen,1996.0,1078124.0
Celly Cel,1996.0,71921.0
Enya,1996.0,12418372.0
SWV,1996.0,1607062.0
Charm Farm,1996.0,168.0
CeCe Winans,1996.0,34440.0
CeCe Peniston,1996.0,13910.0
Sadat X,1996.0,16.0
Ozzy Osbourne,1996.0,3990816.0
Newsboys,1996.0,779909.0
Oasis,1996.0,2271897.0
O.G.C.,1996.0,3125.0
Rosemary Clooney,1996.0,15.0
Faith Evans,1996.0,1013504.0
Nirvana,1996.0,12426480.0
Vanessa Williams,1996.0,120384.0
Faith Hill,1996.0,5717532.0
Nino Rota,1996.0,152471.0
Face To Face,1996.0,2646.0
Nino Brown,1996.0,3000.0
Nine Inch Nails,1996.0,2617384.0
Eels,1996.0,17020.0
Cake,1996.0,191160.0
Scarface,1996.0,205707.0
Party Tyme Karaoke,1996.0,120231.0
Screaming Trees,1996.0,2060.0
Parliament Funkadelic,1996.0,3720.0
Pantera,1996.0,519346.0
No Doubt,1996.0,3234705.0
El Reloj Parado,1996.0,4599.0
Everclear,1996.0,1110015.0
Cannibal Corpse,1996.0,450.0
The Rembrandts,1996.0,52983.0
Everything But The Girl,1996.0,1094780.0
Electronic,1996.0,754.0
Evolution,1996.0,11165.0
No Mercy,1996.0,178920.0
Canibus,1996.0,12274.0
Paquito D'Rivera,1996.0,2794.0
Weird Al Yankovic,1996.0,2317280.0
Sarah McGuinness,1996.0,1316.0
Nonchalant,1996.0,29380.0
Sarah McLachlan,1996.0,1341153.0
Exposé,1996.0,22752.0
Candlebox,1996.0,236860.0
Silverchair,1996.0,542501.0
The Pharcyde,1996.0,69174.0
Frost,1996.0,15198.0
SoulCream,1996.0,207174.0
Bobby D'Ambrosio,1996.0,2794.0
Soundgarden,1996.0,1466952.0
Method Man,1996.0,117920.0
Dirty Dancing High School,1996.0,26988.0
Bob Seger,1996.0,12935260.0
Michael Bolton,1996.0,3484767.0
Bob Mould,1996.0,3100.0
Digital Underground,1996.0,24210.0
Grateful Dead,1996.0,371072.0
Gravity Kills,1996.0,73631.0
Meshell Ndegeocello,1996.0,47322.0
Diego & Victor Hugo,1996.0,933.0
Phil Collins,1996.0,1397925.0
Metallica,1996.0,32200350.0
Cool Sensation,1996.0,10470.0
Soul Coughing,1996.0,910.0
Color Me Badd,1996.0,366402.0
Collective Soul,1996.0,2411280.0
Somethin' For The People,1996.0,304.0
Michael Jackson,1996.0,4098483.0
Goldfinger,1996.0,25641.0
